"split","repeat","fold","seed","budget","m","method","stage","n_selected","n_unique_conditions","n_stable","n_chatter","balanced_accuracy","sensitivity","specificity","R_min","recording_ids","source"
"19","4","3","71","0.1","12","W2-k-medoids","uniform observed subset before weights and swaps","12","10","8.0","4.0","0.9583333333333331","0.9166666666666666","1.0","0.9166666666666666","S_WPA_L36_DOC1.0_WOC1.0_N2700_F270_R2|S_WPA_L36_DOC1.0_WOC1.0_N3600_F360_R4|S_WPA_L36_DOC1.5_WOC1.0_N1800_F180_R3|S_WPB_L56_DOC0.5_WOC1.0_N3600_F360_R1|S_WPB_L56_DOC0.5_WOC2.0_N2700_F270_R3|S_WPB_L56_DOC1.0_WOC2.0_N2700_F270_R2|S_WPB_L56_DOC1.5_WOC1.0_N2700_F270_R1|S_WPB_L56_DOC1.5_WOC1.0_N3600_F360_R1|U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R1|U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R2|U_WPA_L36_DOC3.0_WOC1.0_N3600_F360_R4|U_WPB_L56_DOC2.0_WOC2.0_N2700_F270_R4","reused validated 10% ablation"
"0","0","0","11","1.0","120","Full training reference","unreduced reference only","120","30","","","1.0","1.0","1.0","1.0","","reused unreduced production reference"
"1","0","1","11","1.0","120","Full training reference","unreduced reference only","120","30","","","0.9642857142857144","1.0","0.9285714285714286","0.9285714285714286","","reused unreduced production reference"
"2","0","2","11","1.0","120","Full training reference","unreduced reference only","120","30","","","0.9375","0.875","1.0","0.875","","reused unreduced production reference"
"3","0","3","11","1.0","120","Full training reference","unreduced reference only","120","30","","","0.9166666666666669","0.8333333333333334","1.0","0.8333333333333334","","reused unreduced production reference"
"4","1","0","23","1.0","120","Full training reference","unreduced reference only","120","30","","","0.8630952380952381","0.8333333333333334","0.8928571428571429","0.8333333333333334","","reused unreduced production reference"
"5","1","1","23","1.0","120","Full training reference","unreduced reference only","120","30","","","1.0","1.0","1.0","1.0","","reused unreduced production reference"
"6","1","2","23","1.0","120","Full training reference","unreduced reference only","120","30","","","0.8988095238095238","0.8333333333333334","0.9642857142857144","0.8333333333333334","","reused unreduced production reference"
"7","1","3","23","1.0","120","Full training reference","unreduced reference only","120","30","","","1.0","1.0","1.0","1.0","","reused unreduced production reference"
"8","2","0","37","1.0","120","Full training reference","unreduced reference only","120","30","","","0.9166666666666669","0.8333333333333334","1.0","0.8333333333333334","","reused unreduced production reference"
"9","2","1","37","1.0","120","Full training reference","unreduced reference only","120","30","","","0.9285714285714286","1.0","0.8571428571428571","0.8571428571428571","","reused unreduced production reference"
"10","2","2","37","1.0","120","Full training reference","unreduced reference only","120","30","","","0.9375","0.875","1.0","0.875","","reused unreduced production reference"
"11","2","3","37","1.0","120","Full training reference","unreduced reference only","120","30","","","1.0","1.0","1.0","1.0","","reused unreduced production reference"
"12","3","0","53","1.0","120","Full training reference","unreduced reference only","120","30","","","1.0","1.0","1.0","1.0","","reused unreduced production reference"
"13","3","1","53","1.0","120","Full training reference","unreduced reference only","120","30","","","0.9166666666666669","0.8333333333333334","1.0","0.8333333333333334","","reused unreduced production reference"
"14","3","2","53","1.0","120","Full training reference","unreduced reference only","120","30","","","1.0","1.0","1.0","1.0","","reused unreduced production reference"
"15","3","3","53","1.0","120","Full training reference","unreduced reference only","120","30","","","0.8958333333333333","0.875","0.9166666666666666","0.875","","reused unreduced production reference"
"16","4","0","71","1.0","120","Full training reference","unreduced reference only","120","30","","","1.0","1.0","1.0","1.0","","reused unreduced production reference"
"17","4","1","71","1.0","120","Full training reference","unreduced reference only","120","30","","","0.9642857142857144","1.0","0.9285714285714286","0.9285714285714286","","reused unreduced production reference"
"18","4","2","71","1.0","120","Full training reference","unreduced reference only","120","30","","","0.875","0.75","1.0","0.75","","reused unreduced production reference"
"19","4","3","71","1.0","120","Full training reference","unreduced reference only","120","30","","","1.0","1.0","1.0","1.0","","reused unreduced production reference"
