split,repeat,fold,seed,feature_set,n_train,n_test,n_train_conditions,n_test_conditions,budget,method,stage,n_selected,weight_mode,balanced_accuracy,macro_f1,auroc,sensitivity,specificity,n_unique_selected_conditions,n_duplicate_condition_slots,max_selected_per_condition
5,1,1,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,uniform,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,voronoi,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,renyi,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,uniform,0.5416666666666666,0.49483352468427094,0.625,0.08333333333333333,1.0,9.0,3.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,voronoi,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,9.0,3.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,renyi,0.5416666666666666,0.49483352468427094,0.625,0.08333333333333333,1.0,9.0,3.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,uniform,0.9166666666666667,0.9373040752351097,1.0,0.8333333333333334,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,voronoi,1.0,1.0,1.0,1.0,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,renyi,0.9166666666666667,0.9373040752351097,1.0,0.8333333333333334,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,uniform,0.875,0.9031476997578692,1.0,0.75,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,voronoi,1.0,1.0,1.0,1.0,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,renyi,0.9166666666666667,0.9373040752351097,1.0,0.8333333333333334,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,uniform,0.9166666666666667,0.9373040752351097,1.0,0.8333333333333334,1.0,10.0,2.0,2.0
5,1,1,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,voronoi,0.9821428571428572,0.9709090909090909,1.0,1.0,0.9642857142857143,10.0,2.0,2.0
5,1,1,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,renyi,0.9166666666666667,0.9373040752351097,1.0,0.8333333333333334,1.0,10.0,2.0,2.0
5,1,1,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,uniform,0.9285714285714286,0.8901098901098901,0.9642857142857143,1.0,0.8571428571428571,11.0,1.0,2.0
5,1,1,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,voronoi,0.8571428571428572,0.7916666666666667,0.875,1.0,0.7142857142857143,11.0,1.0,2.0
5,1,1,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,renyi,0.9285714285714286,0.8901098901098901,0.9642857142857143,1.0,0.8571428571428571,11.0,1.0,2.0
5,1,1,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,uniform,0.875,0.9031476997578692,1.0,0.75,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,voronoi,1.0,1.0,1.0,1.0,1.0,8.0,4.0,3.0
5,1,1,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,renyi,0.9166666666666667,0.9373040752351097,1.0,0.8333333333333334,1.0,8.0,4.0,3.0
6,1,2,23,all40,120,40,30,10,1.0,Full training set,no reduction,120,uniform,0.8988095238095238,0.9084668192219679,0.8541666666666667,0.8333333333333334,0.9642857142857143,,,
6,1,2,23,all40,120,40,30,10,0.1,Random,initializer,12,uniform,0.5,0.4117647058823529,0.5416666666666666,0.0,1.0,8.0,4.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,Random,initializer,12,voronoi,0.5,0.4117647058823529,0.5,0.0,1.0,8.0,4.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,Random,initializer,12,renyi,0.5,0.23076923076923078,0.5,1.0,0.0,8.0,4.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,uniform,0.5833333333333334,0.5670995670995671,0.6666666666666666,0.16666666666666666,1.0,8.0,4.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,voronoi,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,renyi,0.5,0.4117647058823529,0.5,0.0,1.0,8.0,4.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,uniform,0.8988095238095238,0.9084668192219679,0.8958333333333334,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,voronoi,0.8988095238095238,0.9084668192219679,0.8988095238095238,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,renyi,0.8988095238095238,0.9084668192219679,0.8958333333333334,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,uniform,0.8988095238095238,0.9084668192219679,0.8928571428571429,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,voronoi,0.8988095238095238,0.9084668192219679,0.8988095238095238,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,renyi,0.8988095238095238,0.9084668192219679,0.8988095238095238,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,uniform,0.875,0.9031476997578692,0.9166666666666667,0.75,1.0,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,voronoi,0.9166666666666667,0.9373040752351097,0.9166666666666667,0.8333333333333334,1.0,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,renyi,0.875,0.9031476997578692,0.9166666666666667,0.75,1.0,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,uniform,0.9166666666666667,0.9373040752351097,0.9136904761904763,0.8333333333333334,1.0,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,voronoi,0.9166666666666667,0.9373040752351097,0.9166666666666667,0.8333333333333334,1.0,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,renyi,0.9166666666666667,0.9373040752351097,0.9136904761904763,0.8333333333333334,1.0,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,uniform,0.8988095238095238,0.9084668192219679,0.8601190476190477,0.8333333333333334,0.9642857142857143,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,voronoi,0.8988095238095238,0.9084668192219679,0.8809523809523809,0.8333333333333334,0.9642857142857143,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,renyi,0.8988095238095238,0.9084668192219679,0.8809523809523809,0.8333333333333334,0.9642857142857143,10.0,2.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,uniform,0.8988095238095238,0.9084668192219679,0.8958333333333334,0.8333333333333334,0.9642857142857143,11.0,1.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,voronoi,0.9404761904761905,0.9404761904761905,0.9747023809523809,0.9166666666666666,0.9642857142857143,11.0,1.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,renyi,0.8988095238095238,0.9084668192219679,0.9434523809523809,0.8333333333333334,0.9642857142857143,11.0,1.0,2.0
6,1,2,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=FacilityLocation,12,uniform,0.8988095238095238,0.9084668192219679,0.8928571428571429,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=FacilityLocation,12,voronoi,0.8988095238095238,0.9084668192219679,0.8988095238095238,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
6,1,2,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=FacilityLocation,12,renyi,0.8988095238095238,0.9084668192219679,0.8988095238095238,0.8333333333333334,0.9642857142857143,9.0,3.0,3.0
7,1,3,23,all40,120,40,30,10,1.0,Full training set,no reduction,120,uniform,1.0,1.0,1.0,1.0,1.0,,,
7,1,3,23,all40,120,40,30,10,0.1,Random,initializer,12,uniform,0.5,0.375,0.5,0.0,1.0,8.0,4.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,Random,initializer,12,voronoi,0.5,0.375,0.5,0.0,1.0,8.0,4.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,Random,initializer,12,renyi,0.5625,0.4129979035639413,0.5625,1.0,0.125,8.0,4.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,uniform,0.5,0.375,0.5,0.0,1.0,9.0,3.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,voronoi,0.5,0.375,0.5,0.0,1.0,9.0,3.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,renyi,0.5625,0.4129979035639413,0.5625,1.0,0.125,9.0,3.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,uniform,0.84375,0.8602375960866526,0.9375,0.6875,1.0,9.0,3.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,voronoi,0.75,0.7619047619047619,0.875,0.5,1.0,9.0,3.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,renyi,0.875,0.8901098901098901,0.96875,0.75,1.0,9.0,3.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,uniform,0.8125,0.829059829059829,0.9375,0.625,1.0,8.0,4.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,voronoi,0.71875,0.7254004576659039,0.875,0.4375,1.0,8.0,4.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,renyi,0.84375,0.8602375960866526,0.9375,0.6875,1.0,8.0,4.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,uniform,0.875,0.8901098901098901,0.96875,0.75,1.0,10.0,2.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,voronoi,0.96875,0.9736668861092824,0.96875,0.9375,1.0,10.0,2.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,renyi,0.875,0.8901098901098901,0.96875,0.75,1.0,10.0,2.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,uniform,0.875,0.8901098901098901,0.96875,0.75,1.0,9.0,3.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,voronoi,0.96875,0.9736668861092824,0.96875,0.9375,1.0,9.0,3.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,renyi,0.875,0.8901098901098901,0.96875,0.75,1.0,9.0,3.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,uniform,1.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,voronoi,0.96875,0.9736668861092824,1.0,0.9375,1.0,11.0,1.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,renyi,1.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,uniform,1.0,1.0,1.0,1.0,1.0,10.0,2.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,voronoi,0.96875,0.9736668861092824,1.0,0.9375,1.0,10.0,2.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,renyi,1.0,1.0,1.0,1.0,1.0,10.0,2.0,2.0
7,1,3,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=FacilityLocation,12,uniform,0.8125,0.829059829059829,0.9375,0.625,1.0,8.0,4.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=FacilityLocation,12,voronoi,0.71875,0.7254004576659039,0.875,0.4375,1.0,8.0,4.0,3.0
7,1,3,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=FacilityLocation,12,renyi,0.84375,0.8602375960866526,0.9375,0.6875,1.0,8.0,4.0,3.0
8,2,0,37,all40,120,40,30,10,1.0,Full training set,no reduction,120,uniform,0.9166666666666667,0.9373040752351097,0.8571428571428572,0.8333333333333334,1.0,,,
8,2,0,37,all40,120,40,30,10,0.1,Random,initializer,12,uniform,0.625,0.6307692307692307,0.875,0.25,1.0,12.0,0.0,1.0
8,2,0,37,all40,120,40,30,10,0.1,Random,initializer,12,voronoi,0.5833333333333334,0.5670995670995671,0.625,0.16666666666666666,1.0,12.0,0.0,1.0
8,2,0,37,all40,120,40,30,10,0.1,Random,initializer,12,renyi,0.9583333333333333,0.969488939740656,0.9583333333333333,0.9166666666666666,1.0,12.0,0.0,1.0
8,2,0,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,uniform,0.625,0.6307692307692307,0.875,0.25,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,voronoi,0.5833333333333334,0.5670995670995671,0.625,0.16666666666666666,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,renyi,0.5,0.4117647058823529,0.5,0.0,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,uniform,0.875,0.9031476997578692,0.956845238095238,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,voronoi,0.875,0.9031476997578692,0.9136904761904763,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,renyi,0.875,0.9031476997578692,0.956845238095238,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,uniform,0.9166666666666667,0.9373040752351097,0.9583333333333333,0.8333333333333334,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,voronoi,0.875,0.9031476997578692,0.956845238095238,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,renyi,0.9166666666666667,0.9373040752351097,0.956845238095238,0.8333333333333334,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,uniform,0.875,0.9031476997578692,0.9077380952380953,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,voronoi,0.875,0.9031476997578692,0.9077380952380953,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,renyi,0.875,0.9031476997578692,0.9077380952380953,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,uniform,0.875,0.9031476997578692,0.9077380952380953,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,voronoi,0.875,0.9031476997578692,0.9538690476190476,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,renyi,0.875,0.9031476997578692,0.9077380952380953,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,uniform,0.9583333333333333,0.969488939740656,1.0,0.9166666666666666,1.0,10.0,2.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,voronoi,0.9583333333333333,0.969488939740656,0.9434523809523809,0.9166666666666666,1.0,10.0,2.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,renyi,0.9583333333333333,0.969488939740656,1.0,0.9166666666666666,1.0,10.0,2.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,uniform,1.0,1.0,1.0,1.0,1.0,10.0,2.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,voronoi,0.9583333333333333,0.969488939740656,0.9672619047619047,0.9166666666666666,1.0,10.0,2.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,renyi,0.9583333333333333,0.969488939740656,1.0,0.9166666666666666,1.0,10.0,2.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,uniform,0.875,0.9031476997578692,0.9077380952380953,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,voronoi,0.875,0.9031476997578692,0.9538690476190476,0.75,1.0,11.0,1.0,2.0
8,2,0,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,renyi,0.875,0.9031476997578692,0.9077380952380953,0.75,1.0,11.0,1.0,2.0
9,2,1,37,all40,120,40,30,10,1.0,Full training set,no reduction,120,uniform,0.9285714285714286,0.8901098901098901,0.9285714285714286,1.0,0.8571428571428571,,,
9,2,1,37,all40,120,40,30,10,0.1,Random,initializer,12,uniform,0.7023809523809523,0.6419437340153453,0.6964285714285715,0.8333333333333334,0.5714285714285714,12.0,0.0,1.0
9,2,1,37,all40,120,40,30,10,0.1,Random,initializer,12,voronoi,0.6845238095238095,0.6190476190476191,0.7172619047619048,0.8333333333333334,0.5357142857142857,12.0,0.0,1.0
9,2,1,37,all40,120,40,30,10,0.1,Random,initializer,12,renyi,0.5,0.4117647058823529,0.5,0.0,1.0,12.0,0.0,1.0
9,2,1,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,uniform,0.7023809523809523,0.6419437340153453,0.7261904761904763,0.8333333333333334,0.5714285714285714,12.0,0.0,1.0
9,2,1,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,voronoi,0.6845238095238095,0.6190476190476191,0.7172619047619048,0.8333333333333334,0.5357142857142857,12.0,0.0,1.0
9,2,1,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,renyi,0.5178571428571429,0.2697768762677485,0.5178571428571428,1.0,0.03571428571428571,12.0,0.0,1.0
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,uniform,0.5,0.4117647058823529,0.5416666666666666,0.0,1.0,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,voronoi,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,renyi,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,uniform,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,voronoi,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,renyi,0.5416666666666666,0.49483352468427094,0.5416666666666666,0.08333333333333333,1.0,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,uniform,0.8273809523809523,0.8043326345213138,0.8541666666666665,0.8333333333333334,0.8214285714285714,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,voronoi,0.9226190476190477,0.9127272727272727,0.9211309523809523,0.9166666666666666,0.9285714285714286,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,renyi,0.8690476190476191,0.8351648351648351,0.9002976190476191,0.9166666666666666,0.8214285714285714,8.0,4.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,uniform,0.8154761904761905,0.7630019749835418,0.8452380952380951,0.9166666666666666,0.7142857142857143,7.0,5.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,voronoi,0.8571428571428572,0.7916666666666667,0.8571428571428572,1.0,0.7142857142857143,7.0,5.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,renyi,0.8571428571428572,0.7916666666666667,0.8571428571428572,1.0,0.7142857142857143,7.0,5.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,uniform,0.8571428571428572,0.7916666666666667,0.8571428571428572,1.0,0.7142857142857143,10.0,2.0,2.0
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,voronoi,0.875,0.8156682027649769,0.875,1.0,0.75,10.0,2.0,2.0
9,2,1,37,all40,120,40,30,10,0.1,MRDS projected,initializer,12,renyi,0.8571428571428572,0.7916666666666667,0.8571428571428572,1.0,0.7142857142857143,10.0,2.0,2.0
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,uniform,0.7738095238095238,0.8,0.7738095238095238,0.5833333333333334,0.9642857142857143,10.0,2.0,2.0
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,voronoi,0.8333333333333333,0.8666666666666667,0.8333333333333333,0.6666666666666666,1.0,10.0,2.0,2.0
9,2,1,37,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,renyi,0.7916666666666667,0.8274374460742019,0.7842261904761906,0.5833333333333334,1.0,10.0,2.0,2.0
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,uniform,0.8154761904761905,0.7630019749835418,0.8452380952380951,0.9166666666666666,0.7142857142857143,7.0,5.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,voronoi,0.8571428571428572,0.7916666666666667,0.8571428571428572,1.0,0.7142857142857143,7.0,5.0,3.0
9,2,1,37,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,renyi,0.8571428571428572,0.7916666666666667,0.8571428571428572,1.0,0.7142857142857143,7.0,5.0,3.0
10,2,2,37,all40,120,40,30,10,1.0,Full training set,no reduction,120,uniform,0.9375,0.9466666666666667,0.9583333333333333,0.875,1.0,,,
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,uniform,0.5,0.375,0.5625,0.0,1.0,12.0,0.0,1.0
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,voronoi,0.5,0.375,0.5625,0.0,1.0,12.0,0.0,1.0
10,2,2,37,all40,120,40,30,10,0.1,Random,initializer,12,renyi,0.6666666666666666,0.5833333333333333,0.6666666666666667,1.0,0.3333333333333333,12.0,0.0,1.0
10,2,2,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,uniform,0.5,0.375,0.5,0.0,1.0,11.0,1.0,2.0
10,2,2,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,voronoi,0.5,0.375,0.5,0.0,1.0,11.0,1.0,2.0
10,2,2,37,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,renyi,0.5,0.375,0.5,0.0,1.0,11.0,1.0,2.0
10,2,2,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,uniform,0.875,0.8901098901098901,0.9375,0.75,1.0,9.0,3.0,3.0
10,2,2,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,voronoi,0.90625,0.9188640973630832,0.90625,0.8125,1.0,9.0,3.0,3.0
10,2,2,37,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,renyi,0.90625,0.9188640973630832,0.9375,0.8125,1.0,9.0,3.0,3.0
10,2,2,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,uniform,0.9375,0.9466666666666667,0.9375,0.875,1.0,9.0,3.0,3.0
10,2,2,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,voronoi,0.9375,0.9466666666666667,0.9375,0.875,1.0,9.0,3.0,3.0
10,2,2,37,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,renyi,0.9375,0.9466666666666667,0.9375,0.875,1.0,9.0,3.0,3.0
10,2,2,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,uniform,0.875,0.8901098901098901,0.9375,0.75,1.0,9.0,3.0,3.0
10,2,2,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,voronoi,0.90625,0.9188640973630832,0.9375,0.8125,1.0,9.0,3.0,3.0
10,2,2,37,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,renyi,0.90625,0.9188640973630832,0.9375,0.8125,1.0,9.0,3.0,3.0
