split,repeat,fold,seed,feature_set,n_train,n_test,n_train_conditions,n_test_conditions,budget,method,stage,n_selected,n_unique_selected_conditions,n_duplicate_condition_slots,max_selected_per_condition,reduction_fraction,alpha,max_atoms,bandwidth,distance_backend,distance_seconds,m,coverage_mean,coverage_max,renyi_meta,renyi_meta_uniform,renyi_meta_weighted,mmd2,subset_1nn_accuracy,subset_1nn_balanced_accuracy,subset_1nn_macro_f1,class_proportion_l1
3,0,3,11,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,2,0.9,2.0,8,11.703790405264922,emd_exact,0.37334769999142736,12,4.896916052749617,31.440277282844598,0.005206383145925015,0.005206383145925015,0.002779041281533903,0.021093376558661392,0.975,0.975,0.9720475192173306,0.0
3,0,3,11,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,9,3,3,0.9,2.0,8,11.703790405264922,emd_exact,0.37334769999142736,12,4.507739172036779,24.499871498963813,0.007100501629456738,0.007100501629456738,0.004476560316616979,0.04600362273253178,0.9833333333333333,0.9875,0.9814757641247298,0.16666666666666663
3,0,3,11,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,0.9,2.0,8,11.703790405264922,emd_exact,0.37334769999142736,12,4.729954173439069,31.440277282844598,0.004593741029453604,0.004593741029453604,0.0026615834446774545,0.01902964444448718,0.975,0.975,0.9720475192173306,0.16666666666666663
3,0,3,11,all40,120,40,30,10,0.1,MRDS projected,initializer,12,10,2,2,0.9,2.0,8,11.703790405264922,emd_exact,0.37334769999142736,12,5.31067985710811,13.962309554021402,0.018205409569164485,0.018205409569164485,0.008374813858058636,0.09003905997955086,0.975,0.975,0.9720475192173306,0.0
3,0,3,11,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,11,1,2,0.9,2.0,8,11.703790405264922,emd_exact,0.37334769999142736,12,5.374777156310542,19.67308830971879,0.011219045302578357,0.011219045302578357,0.003881052134367208,0.03839953147830377,0.9333333333333333,0.94375,0.9275143461189972,0.16666666666666663
3,0,3,11,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,0.9,2.0,8,11.703790405264922,emd_exact,0.37334769999142736,12,4.729954173439069,31.440277282844598,0.004593741029453604,0.004593741029453604,0.0026615834446774545,0.01902964444448718,0.975,0.975,0.9720475192173306,0.16666666666666663
4,1,0,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,19.61091192249345,1208.8486229734756,15.03240246139482,15.03240246139482,14.755773794693907,0.3094002425186426,0.9083333333333333,0.86875,0.8899908325693808,0.33333333333333337
4,1,0,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,16.955904709387198,1121.029691289685,13.836043187470343,13.836043187470343,9.686993323554368,1.5424302994663772,0.9083333333333333,0.86875,0.8899908325693808,0.33333333333333337
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,10,2,3,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,5.3865898549844475,25.24484407338298,0.013424219287002943,0.013424219287002943,0.007233056445306981,0.08840951104711992,0.9416666666666667,0.93125,0.933957072096863,0.16666666666666669
4,1,0,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,10,2,3,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,5.504302667221153,37.875259510905096,0.007951802576460144,0.007951802576460144,0.00373472407581085,0.03920112864609948,0.9416666666666667,0.93125,0.933957072096863,0.16666666666666669
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,11,1,2,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,5.206514682248102,25.24484407338298,0.012302481310034639,0.012302481310034639,0.006855385119217846,0.07766158328637074,0.9666666666666667,0.9624999999999999,0.9624999999999999,0.33333333333333337
4,1,0,23,all40,120,40,30,10,0.1,W2-KMedoids-R,same-objective one-swap refinement,12,10,2,2,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,5.4305993227572795,37.91690969925597,0.007640410135675777,0.007640410135675777,0.003574960851868752,0.03312587987229665,0.9666666666666667,0.9624999999999999,0.9624999999999999,0.16666666666666669
4,1,0,23,all40,120,40,30,10,0.1,MRDS projected,initializer,12,11,1,2,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,7.144851360981617,15.418380640697986,0.029863017243851372,0.029863017243851372,0.013072016049671585,0.15231478665303622,0.7,0.55,0.4990723562152134,0.33333333333333337
4,1,0,23,all40,120,40,30,10,0.1,MRDS-IS-R (proposed),same-objective one-swap refinement,12,11,1,2,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,6.425344555297428,25.24484407338298,0.023777902975924893,0.023777902975924893,0.005946608767173633,0.08020481304226235,0.925,0.8875,0.9099924993749479,0.16666666666666669
4,1,0,23,all40,120,40,30,10,0.1,Best-of-starts-R (diagnostic only),diagnostic oracle over supplied starts; winner=W2-KMedoids,12,10,2,2,0.9,2.0,8,12.323874663641716,emd_exact,0.3741774999652989,12,5.4305993227572795,37.91690969925597,0.007640410135675777,0.007640410135675777,0.003574960851868752,0.03312587987229665,0.9666666666666667,0.9624999999999999,0.9624999999999999,0.16666666666666669
5,1,1,23,all40,120,40,30,10,0.1,Random,initializer,12,8,4,3,0.9,2.0,8,11.981346321867214,emd_exact,0.38196500000776723,12,7.781236892110979,70.37473786380616,4.107542422904618,4.107542422904618,3.626531590812126,0.2690244215579687,0.9333333333333333,0.91875,0.9240265906932574,0.33333333333333337
5,1,1,23,all40,120,40,30,10,0.1,Random-R,same-objective one-swap refinement,12,8,4,3,0.9,2.0,8,11.981346321867214,emd_exact,0.38196500000776723,12,7.158932573981243,47.74571733126338,0.02450046801615419,0.02450046801615419,0.023724079827759675,0.09750067323553269,0.9333333333333333,0.91875,0.9240265906932574,0.33333333333333337
5,1,1,23,all40,120,40,30,10,0.1,FacilityLocation,initializer,12,8,4,3,0.9,2.0,8,11.981346321867214,emd_exact,0.38196500000776723,12,4.8210261878186635,16.683744559723582,0.017847336432373625,0.017847336432373625,0.008411835368546153,0.09834079898462122,0.925,0.8999999999999999,0.9127272727272727,0.0
5,1,1,23,all40,120,40,30,10,0.1,FacilityLocation-R,same-objective one-swap refinement,12,9,3,3,0.9,2.0,8,11.981346321867214,emd_exact,0.38196500000776723,12,4.897452362710789,23.646069359248337,0.011322643114961914,0.011322643114961914,0.003905606406355798,0.04042273366198579,0.925,0.8999999999999999,0.9127272727272727,0.0
5,1,1,23,all40,120,40,30,10,0.1,W2-KMedoids,initializer,12,8,4,3,0.9,2.0,8,11.981346321867214,emd_exact,0.38196500000776723,12,4.718243879630306,23.646069359248337,0.011148975811109435,0.011148975811109435,0.00633379096607092,0.07342364350383113,0.9416666666666667,0.93125,0.933957072096863,0.16666666666666663
